"","V1"
"1",0.85003
"2",0.77948
"3",0.99004
"4",0.35078
"5",0.84521
"6",0.46073
"7",0.1684
"8",0.06777
"9",0.72134
"10",0.17463
"11",0.35464
"12",0.75496
"13",0.26301
"14",0.0142
"15",0.55693
"16",0.69553
"17",0.8189
"18",0.91928
"19",0.04146
"20",0.38549
"21",0.53309
"22",0.50474
"23",0.01969
"24",0.05884
"25",0.15057
"26",0.20018
"27",0.64335
"28",0.94638
"29",0.73371
"30",0.07055
"31",0.50745
"32",0.58525
"33",0.53131
"34",0.09645
"35",0.06329
"36",0.69565
"37",0.46462
"38",0.262
"39",0.37309
"40",0.20802
"41",0.46059
"42",0.17612
"43",0.35458
"44",0.43912
"45",0.06749
"46",0.75926
"47",0.03456
"48",0.30037
"49",0.19955
"50",0.40238
"51",0.04623
"52",0.90216
"53",0.40511
"54",0.21611
"55",0.09458
"56",0.87505
"57",0.42351
"58",0.01334
"59",0.52975
"60",0.11035
"61",0.22673
"62",0.93578
"63",0.18544
"64",0.09441
"65",0.02857
"66",0.20394
"67",0.16254
"68",0.03891
"69",0.04695
"70",0.91588
"71",0.33842
"72",0.7838
"73",0.80139
"74",0.60812
"75",0.2634
"76",0.36326
"77",0.16641
"78",0.88145
"79",0.21001
"80",0.82554
"81",0.27769
"82",0.84859
"83",0.09341
"84",0.08392
"85",0.58264
"86",0.5153
"87",0.43377
"88",0.19156
"89",0.11064
"90",0.0137
"91",0.24136
"92",0.77188
"93",0.86364
"94",0.7719
"95",0.92156
"96",0.95775
"97",0.21511
"98",0.75126
"99",0.06853
"100",0.41342
"101",0.9547
"102",0.93393
"103",0.18383
"104",0.16316
"105",0.03579
"106",0.51359
"107",0.11845
"108",0.02957
"109",0.26262
"110",0.4501
"111",0.4833
"112",0.60608
"113",0.66488
"114",0.07267
"115",0.41917
"116",0.7722
"117",0.27443
"118",0.62361
"119",0.23948
"120",0.10417
"121",0.33997
"122",0.46722
"123",0.13518
"124",0.11534
"125",0.91313
"126",0.63961
"127",0.78212
"128",0.03276
"129",0.12434
"130",0.03885
"131",0.45474
"132",0.90211
"133",0.66742
"134",0.79433
"135",0.60782
"136",0.57272
"137",0.23972
"138",0.89634
"139",0.00032
"140",0.62491
"141",0.10695
"142",0.64849
"143",0.20187
"144",0.33574
"145",0.65582
"146",0.72142
"147",0.00407
"148",0.86767
"149",0.85265
"150",0.91127
"151",0.46035
"152",0.67814
"153",0.59599
"154",0.73193
"155",0.05734
"156",0.35507
"157",0.99411
"158",0.91761
"159",0.41619
"160",0.32802
"161",0.66849
"162",0.25701
"163",0.60368
"164",0.08482
"165",0.08952
"166",0.44186
"167",0.57245
"168",0.65877
"169",0.6081
"170",0.45669
