"","V1"
"1",0.415905952453613
"2",0.00203865766525268
"3",0.105056762695313
"4",0.00330537557601929
"5",0.401809692382813
"6",0.048126220703125
"7",0.240341186523438
"8",0.261733531951904
"9",0.0391769409179688
"10",0.0063629150390625
"11",0.0173448324203491
"12",0.0680229738354683
"13",0.00960540771484376
"14",0.323802947998047
"15",0.03271484375
"16",0.5
"17",0.70947265625
"18",0.00359869003295899
"19",0.411901473999024
"20",0.411901473999024
"21",0.059234619140625
"22",0.0063629150390625
"23",0.04656982421875
"24",0.0757948160171509
"25",0.0391769409179688
"26",0.0262393951416016
"27",0.131587982177734
"28",0.0206947326660156
"29",0.15087890625
"30",0.000438955146819354
"31",0.105056762695313
"32",0.046142578125
"33",0.0063629150390625
"34",0.15087890625
"35",0.00845026969909669
"36",0.04656982421875
"37",0.191655158996582
"38",0.0001624571159482
"39",0.0319573283195496
"40",0.131587982177734
"41",0.395263671875
"42",0.0946235656738281
"43",0.191655158996582
"44",0.191655158996582
"45",0.868412017822266
"46",0.00129973888397217
"47",0.5
"48",0.131587982177734
"49",0.003692626953125
"50",0.584094047546386
"51",0.0717315673828125
"52",0.0317840576171875
"53",0.0245208740234375
"54",0.043579276651144
"55",0.19384765625
"56",0.0843187719583512
"57",0.580590128898621
"58",0.314529418945313
"59",0.00217175483703613
"60",0.04656982421875
"61",0.118942260742188
"62",0.0063629150390625
"63",0.1334228515625
"64",0.00531101226806641
"65",0.000427722930908203
"66",0.0113279223442078
"67",0.338819742202759
"68",0.00957864522933959
"69",0.331811904907227
"70",0.0216426253318787
"71",0.143139362335205
"72",0.759658813476562
"73",0.072998046875
"74",0.0835342407226563
"75",0.0757948160171509
"76",0.676197052001953
"77",0.131587982177734
"78",0.0245208740234375
"79",0.048126220703125
"80",0.059234619140625
"81",0.00359869003295899
"82",0.0391769409179688
"83",0.592735290527344
"84",0.00203865766525268
"85",0.278598546981812
"86",0.0206947326660156
"87",0.411901473999024
"88",0.261733531951904
"89",0.0245208740234375
"90",0.569974967045709
"91",3.814697265625e-05
"92",0.043579276651144
"93",0.0391769409179688
"94",0.0046776533126831
"95",0.01544189453125
"96",0.0113279223442078
"97",0.00845026969909669
"98",0.131587982177734
"99",0.00590896606445313
"100",0.588098526000976
"101",0.0576591491699219
"102",0.0216426253318787
"103",0.0384063720703125
"104",0.0113279223442078
"105",0.00128841400146485
"106",0.5
"107",0.000364303588867188
"108",0.0576591491699219
"109",0.338819742202759
"110",0.00590896606445313
"111",0.227249145507813
"112",0.180797304026783
"113",0.0669002532958985
"114",0.0261194929480553
"115",0.572232224047184
"116",0.350554019212723
"117",0.0133018493652344
"118",0.0262393951416016
"119",0.00128841400146485
"120",0.0106353759765625
"121",0.00330537557601929
"122",0.0106353759765625
"123",0.01544189453125
"124",0.00359869003295899
"125",0.0245208740234375
"126",0.0669002532958985
"127",0.017578125
"128",0.00531101226806641
"129",0.0046776533126831
"130",0.323802947998047
"131",0.0757948160171509
"132",0.0011749267578125
"133",0.114761471748352
"134",0.0113279223442078
"135",0.0669002532958985
"136",0.797563552856445
"137",0.0121532550547272
"138",0.323802947998047
"139",0.00845026969909669
"140",0.00359869003295899
"141",0.00531101226806641
"142",0.191655158996582
"143",0.0669002532958985
"144",0.261733531951904
"145",0.0144796371459961
"146",0.000427722930908203
"147",0.0391769409179688
"148",0.668188095092773
"149",0.0245208740234375
"150",0.143139362335205
